               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 148,            0.014516,           0.0042971,          0.00033138,             0.98993,             0.99498,             0.99424,             0.89609,           0.0060836,           0.0026295,          0.00021352,           0.0070894,           0.0070894,           0.0070894
                 149,            0.013922,           0.0041708,          0.00028327,             0.99383,             0.99579,             0.99433,             0.89758,           0.0059083,           0.0026389,          0.00019623,           0.0070696,           0.0070696,           0.0070696
                 150,            0.014523,           0.0042919,          0.00026134,             0.99578,              0.9947,             0.99433,             0.90085,           0.0058645,           0.0026159,          0.00019948,           0.0070498,           0.0070498,           0.0070498
                 151,            0.014447,           0.0042254,          0.00028336,             0.99654,             0.99293,             0.99432,             0.90259,           0.0060269,           0.0026612,          0.00019049,             0.00703,             0.00703,             0.00703
                 152,            0.011529,             0.00417,          0.00028249,             0.99266,             0.99376,             0.99432,             0.90218,           0.0059559,           0.0025905,          0.00019904,           0.0070102,           0.0070102,           0.0070102
                 153,            0.012329,           0.0044228,          0.00027314,             0.99569,              0.9957,             0.99433,             0.88874,           0.0062027,           0.0027301,          0.00020197,           0.0069904,           0.0069904,           0.0069904
                 154,              0.0104,           0.0042789,          0.00027002,             0.99271,             0.99374,             0.99424,             0.89714,           0.0059242,           0.0026331,          0.00019218,           0.0069706,           0.0069706,           0.0069706
                 155,            0.012449,           0.0042455,          0.00027359,             0.99445,             0.99579,             0.99432,             0.90168,           0.0059328,           0.0025814,          0.00019131,           0.0069508,           0.0069508,           0.0069508
                 156,            0.013719,           0.0043023,          0.00028173,             0.98904,             0.99519,             0.99429,             0.89483,           0.0059023,           0.0026095,          0.00020679,            0.006931,            0.006931,            0.006931
                 157,             0.01272,           0.0042477,          0.00025378,             0.99107,             0.99677,             0.99428,             0.89753,           0.0058299,            0.002623,          0.00018808,           0.0069112,           0.0069112,           0.0069112
                 158,            0.010076,            0.003981,          0.00025425,             0.99275,             0.99602,             0.99423,             0.89776,           0.0058091,           0.0026332,          0.00018244,           0.0068914,           0.0068914,           0.0068914
                 159,            0.014016,           0.0043188,          0.00026368,             0.98809,             0.99537,             0.99421,             0.90291,           0.0058471,           0.0026666,          0.00019081,           0.0068716,           0.0068716,           0.0068716
                 160,            0.017135,           0.0042546,          0.00030592,             0.99175,             0.99579,             0.99416,             0.89679,           0.0058889,           0.0026334,          0.00019196,           0.0068518,           0.0068518,           0.0068518
                 161,            0.013599,           0.0041637,          0.00025765,             0.99513,             0.99519,             0.99426,             0.90277,           0.0057996,           0.0025486,          0.00018164,            0.006832,            0.006832,            0.006832
                 162,            0.011611,           0.0041103,          0.00026798,             0.99116,             0.99639,              0.9942,             0.90285,           0.0058277,           0.0025405,          0.00018651,           0.0068122,           0.0068122,           0.0068122
                 163,            0.012926,           0.0041031,          0.00025751,             0.99457,             0.99299,             0.99417,             0.90176,           0.0057772,           0.0025616,          0.00017426,           0.0067924,           0.0067924,           0.0067924
                 164,            0.014145,           0.0041268,          0.00031293,             0.99159,             0.99556,             0.99418,             0.90213,           0.0058216,            0.002604,          0.00017963,           0.0067726,           0.0067726,           0.0067726
                 165,            0.015253,           0.0041482,          0.00023943,              0.9918,             0.99759,             0.99423,             0.90334,           0.0057222,            0.002553,          0.00016998,           0.0067528,           0.0067528,           0.0067528
                 166,            0.017757,           0.0042236,          0.00028631,             0.99348,             0.99699,             0.99422,             0.89603,           0.0058525,           0.0025871,          0.00017732,            0.006733,            0.006733,            0.006733
                 167,            0.014929,           0.0041518,          0.00027568,             0.99351,             0.99461,             0.99427,             0.89815,           0.0057895,           0.0025804,          0.00019096,           0.0067132,           0.0067132,           0.0067132
                 168,            0.013381,           0.0040481,          0.00026925,             0.99502,             0.99367,              0.9943,             0.90033,            0.005782,           0.0025819,          0.00017269,           0.0066934,           0.0066934,           0.0066934
                 169,            0.012807,           0.0041645,          0.00027423,             0.99325,             0.99552,             0.99432,             0.89971,            0.005831,           0.0026061,          0.00017987,           0.0066736,           0.0066736,           0.0066736
                 170,            0.013209,           0.0039939,           0.0002347,             0.99423,             0.99458,             0.99432,             0.90164,           0.0058965,           0.0025928,          0.00017489,           0.0066538,           0.0066538,           0.0066538
                 171,            0.011666,           0.0042294,          0.00028607,             0.99415,             0.99436,             0.99435,             0.89773,           0.0059156,           0.0026224,          0.00018547,            0.006634,            0.006634,            0.006634
                 172,           0.0079295,           0.0041059,          0.00023469,             0.99163,             0.99639,             0.99429,             0.89756,           0.0059038,           0.0026577,          0.00017512,           0.0066142,           0.0066142,           0.0066142
                 173,             0.01184,           0.0041413,          0.00023421,             0.99206,             0.99615,             0.99428,             0.89959,           0.0059158,           0.0026212,          0.00017609,           0.0065944,           0.0065944,           0.0065944
                 174,            0.011184,           0.0041164,          0.00024826,             0.99331,             0.99616,             0.99429,             0.89988,           0.0059467,           0.0026302,          0.00017394,           0.0065746,           0.0065746,           0.0065746
                 175,            0.016432,           0.0041554,          0.00024548,             0.99584,             0.99523,             0.99427,             0.89752,           0.0058378,           0.0026386,          0.00017758,           0.0065548,           0.0065548,           0.0065548
                 176,            0.012581,            0.004045,           0.0002716,             0.99046,             0.99398,             0.99421,             0.90424,           0.0057492,           0.0025894,          0.00022813,            0.006535,            0.006535,            0.006535
                 177,            0.011396,           0.0041486,          0.00023427,               0.997,             0.99579,             0.99435,             0.90384,           0.0057651,           0.0025437,          0.00016646,           0.0065152,           0.0065152,           0.0065152
                 178,            0.010983,           0.0039692,          0.00025925,             0.99254,             0.99699,             0.99427,             0.90431,           0.0056724,           0.0025619,          0.00017213,           0.0064954,           0.0064954,           0.0064954
                 179,           0.0097975,            0.004113,          0.00023333,             0.99047,             0.99819,             0.99432,             0.90006,           0.0057671,           0.0025613,          0.00016749,           0.0064756,           0.0064756,           0.0064756
                 180,           0.0095327,           0.0040806,          0.00025286,              0.9958,             0.99398,             0.99433,             0.90342,           0.0058286,           0.0026115,          0.00016951,           0.0064558,           0.0064558,           0.0064558
                 181,            0.010401,           0.0040575,          0.00024894,             0.99151,             0.99786,             0.99427,             0.90334,           0.0057552,           0.0025798,           0.0001659,            0.006436,            0.006436,            0.006436
                 182,             0.01277,           0.0041433,          0.00026446,             0.99254,             0.99759,             0.99424,             0.90237,           0.0057997,           0.0025432,          0.00016803,           0.0064162,           0.0064162,           0.0064162
                 183,            0.010909,           0.0039893,          0.00024381,             0.99284,             0.99596,             0.99425,             0.90186,           0.0058308,           0.0025632,          0.00016567,           0.0063964,           0.0063964,           0.0063964
                 184,            0.013924,           0.0040976,            0.000249,             0.99268,             0.99646,             0.99427,             0.90344,           0.0059313,           0.0026219,          0.00015067,           0.0063766,           0.0063766,           0.0063766
                 185,            0.011756,           0.0041483,          0.00028043,             0.99005,             0.99398,             0.99418,             0.90008,           0.0058684,           0.0026314,           0.0001978,           0.0063568,           0.0063568,           0.0063568
                 186,            0.011606,           0.0040976,          0.00032191,             0.99184,             0.99579,             0.99422,             0.89985,           0.0058713,           0.0025725,          0.00015176,            0.006337,            0.006337,            0.006337
                 187,            0.013316,           0.0041458,          0.00035593,             0.99091,             0.99759,             0.99427,             0.89585,           0.0056993,           0.0025561,            0.000156,           0.0063172,           0.0063172,           0.0063172
                 188,           0.0095241,           0.0042008,          0.00024377,             0.99095,             0.99639,              0.9943,             0.90176,           0.0057081,           0.0025086,          0.00016517,           0.0062974,           0.0062974,           0.0062974
                 189,             0.01076,           0.0040495,          0.00030124,             0.99181,             0.99561,             0.99422,             0.90359,             0.00564,           0.0025265,          0.00016119,           0.0062776,           0.0062776,           0.0062776
                 190,            0.014801,           0.0041757,          0.00030201,             0.99344,              0.9932,             0.99421,             0.90313,           0.0057933,           0.0025365,           0.0001599,           0.0062578,           0.0062578,           0.0062578
                 191,           0.0096429,           0.0041519,           0.0002691,             0.99365,              0.9951,             0.99424,             0.90404,            0.005909,           0.0025717,          0.00016497,            0.006238,            0.006238,            0.006238
                 192,            0.011219,           0.0039816,          0.00022616,             0.99298,             0.99564,             0.99424,             0.90118,           0.0057746,           0.0025312,          0.00015384,           0.0062182,           0.0062182,           0.0062182
                 193,              0.0123,           0.0039069,          0.00023724,             0.99532,             0.99224,              0.9943,             0.90184,           0.0057755,            0.002502,          0.00015244,           0.0061984,           0.0061984,           0.0061984
                 194,             0.01329,           0.0039641,          0.00023526,             0.99416,             0.99373,             0.99419,             0.90411,           0.0056934,           0.0025495,          0.00015141,           0.0061786,           0.0061786,           0.0061786
                 195,            0.012997,            0.003976,          0.00025674,             0.99423,             0.99474,             0.99417,             0.90712,           0.0055946,           0.0025133,          0.00015859,           0.0061588,           0.0061588,           0.0061588
                 196,            0.011028,           0.0039274,          0.00023324,             0.99283,             0.99206,             0.99425,             0.91088,            0.005674,           0.0025098,          0.00016787,            0.006139,            0.006139,            0.006139
                 197,            0.011687,           0.0039409,           0.0002804,             0.99525,              0.9936,             0.99428,              0.9039,           0.0056472,           0.0025311,          0.00015737,           0.0061192,           0.0061192,           0.0061192
                 198,            0.013815,           0.0040052,          0.00023877,             0.99006,             0.99309,             0.99417,             0.90405,           0.0055827,           0.0025411,          0.00017664,           0.0060994,           0.0060994,           0.0060994
                 199,            0.010379,           0.0039691,          0.00023056,             0.99402,             0.99587,              0.9943,             0.90526,           0.0056633,           0.0025806,          0.00015419,           0.0060796,           0.0060796,           0.0060796
                 200,            0.014713,           0.0039571,          0.00025905,             0.99233,             0.99699,             0.99429,             0.90659,           0.0057523,           0.0025547,          0.00015615,           0.0060598,           0.0060598,           0.0060598
                 201,            0.012319,           0.0037832,          0.00023177,             0.99387,             0.99603,             0.99428,             0.90596,           0.0056266,           0.0025145,          0.00015597,             0.00604,             0.00604,             0.00604
                 202,            0.014172,           0.0038775,          0.00023282,             0.99458,             0.99701,             0.99426,             0.90342,           0.0056151,           0.0025269,          0.00015466,           0.0060202,           0.0060202,           0.0060202
                 203,            0.011783,           0.0039861,          0.00021821,             0.99303,             0.99543,             0.99427,             0.90295,           0.0055607,           0.0025491,          0.00014952,           0.0060004,           0.0060004,           0.0060004
                 204,            0.012745,           0.0039083,          0.00023881,             0.99324,             0.99557,             0.99425,             0.90322,            0.005602,           0.0025485,          0.00015089,           0.0059806,           0.0059806,           0.0059806
                 205,            0.010163,           0.0037238,          0.00020317,             0.99423,             0.99681,              0.9943,             0.90606,           0.0055866,           0.0025557,           0.0001479,           0.0059608,           0.0059608,           0.0059608
                 206,            0.014192,           0.0039049,          0.00023806,             0.99158,             0.99699,             0.99429,             0.90428,           0.0056602,           0.0025601,          0.00016512,            0.005941,            0.005941,            0.005941
                 207,            0.015694,           0.0039894,          0.00024179,             0.99186,             0.99824,             0.99428,             0.90501,           0.0056216,           0.0025706,          0.00014937,           0.0059212,           0.0059212,           0.0059212
                 208,            0.010792,           0.0039105,          0.00024483,             0.99651,             0.99519,             0.99427,             0.90424,           0.0055704,           0.0025515,          0.00015504,           0.0059014,           0.0059014,           0.0059014
                 209,            0.011666,           0.0039465,          0.00024476,             0.99455,             0.99639,             0.99428,             0.90546,           0.0056274,            0.002572,          0.00015108,           0.0058816,           0.0058816,           0.0058816
                 210,             0.01059,           0.0039605,          0.00022093,              0.9889,             0.99819,             0.99425,             0.90347,           0.0056086,            0.002561,          0.00016689,           0.0058618,           0.0058618,           0.0058618
                 211,           0.0085584,           0.0039199,          0.00020475,              0.9941,             0.99759,             0.99429,             0.90743,           0.0055766,           0.0025437,          0.00014433,            0.005842,            0.005842,            0.005842
                 212,            0.014223,           0.0040503,          0.00021829,             0.99117,             0.99441,             0.99432,             0.90784,           0.0055552,           0.0024845,          0.00017712,           0.0058222,           0.0058222,           0.0058222
                 213,             0.01224,           0.0039296,          0.00023623,             0.99375,             0.99632,             0.99433,             0.90568,           0.0055862,           0.0024744,          0.00015014,           0.0058024,           0.0058024,           0.0058024
                 214,            0.011874,           0.0038092,          0.00019599,             0.99169,             0.99716,              0.9943,             0.90708,           0.0056752,           0.0024792,          0.00014788,           0.0057826,           0.0057826,           0.0057826
                 215,            0.016232,           0.0039414,          0.00019738,             0.99331,             0.99638,             0.99428,             0.90563,           0.0056454,           0.0024888,          0.00014356,           0.0057628,           0.0057628,           0.0057628
                 216,            0.012883,            0.003762,          0.00023606,             0.99343,             0.99666,             0.99432,              0.9045,           0.0057184,           0.0025108,          0.00014955,            0.005743,            0.005743,            0.005743
                 217,            0.012001,           0.0038082,          0.00021549,             0.99253,             0.99702,             0.99427,             0.90776,           0.0055795,           0.0024781,          0.00014681,           0.0057232,           0.0057232,           0.0057232
                 218,            0.011257,           0.0038563,          0.00023871,             0.99402,             0.99717,             0.99432,             0.90422,           0.0056189,           0.0025053,          0.00014324,           0.0057034,           0.0057034,           0.0057034
                 219,             0.01217,           0.0038949,           0.0002029,             0.99342,             0.99819,              0.9943,             0.90592,           0.0056273,           0.0025187,          0.00013895,           0.0056836,           0.0056836,           0.0056836
                 220,            0.015601,           0.0038368,          0.00021898,             0.99387,             0.99699,              0.9943,             0.90277,           0.0057249,           0.0025221,          0.00013783,           0.0056638,           0.0056638,           0.0056638
                 221,           0.0099606,           0.0038515,          0.00024165,             0.98994,             0.99609,             0.99428,             0.90019,           0.0057193,           0.0025495,          0.00016316,            0.005644,            0.005644,            0.005644
                 222,            0.011805,           0.0037553,          0.00023966,             0.98756,             0.99621,             0.99425,             0.90286,           0.0055613,           0.0025061,          0.00016121,           0.0056242,           0.0056242,           0.0056242
                 223,            0.012606,           0.0038022,          0.00019772,             0.98979,             0.99486,             0.99426,             0.90709,           0.0056615,           0.0024647,          0.00015031,           0.0056044,           0.0056044,           0.0056044
                 224,             0.01171,           0.0037863,          0.00020972,             0.98934,             0.99485,             0.99427,             0.90394,           0.0056479,           0.0024682,          0.00015272,           0.0055846,           0.0055846,           0.0055846
                 225,            0.010652,            0.003858,          0.00022107,             0.99348,             0.99557,             0.99425,             0.90395,           0.0056791,           0.0025092,          0.00013263,           0.0055648,           0.0055648,           0.0055648
                 226,            0.011506,           0.0037495,          0.00020458,             0.99238,             0.99329,              0.9942,             0.90359,           0.0056985,           0.0025234,          0.00014815,            0.005545,            0.005545,            0.005545
                 227,            0.011074,           0.0037398,          0.00020868,             0.99092,             0.99699,             0.99414,             0.90397,           0.0055746,           0.0025165,           0.0001427,           0.0055252,           0.0055252,           0.0055252
                 228,            0.015514,           0.0037635,          0.00022271,             0.99261,             0.99218,             0.99417,             0.90596,           0.0056005,           0.0025076,          0.00016193,           0.0055054,           0.0055054,           0.0055054
                 229,            0.010425,           0.0037659,          0.00022065,             0.99386,             0.99309,             0.99424,             0.90998,           0.0055132,           0.0024656,          0.00014292,           0.0054856,           0.0054856,           0.0054856
                 230,            0.011819,           0.0037373,           0.0001947,             0.99419,             0.99699,             0.99428,             0.90805,           0.0055447,           0.0024572,          0.00013486,           0.0054658,           0.0054658,           0.0054658
                 231,            0.014634,           0.0038462,          0.00018063,             0.99074,             0.99712,             0.99428,             0.90514,           0.0055358,           0.0024868,          0.00014032,            0.005446,            0.005446,            0.005446
                 232,             0.01176,           0.0037378,          0.00020601,              0.9937,             0.99629,             0.99431,             0.90574,           0.0055861,           0.0024952,           0.0001381,           0.0054262,           0.0054262,           0.0054262
                 233,            0.013866,           0.0037481,          0.00022303,             0.99272,             0.99611,             0.99431,             0.90721,           0.0056015,           0.0025357,          0.00013603,           0.0054064,           0.0054064,           0.0054064
                 234,            0.010896,           0.0037448,          0.00020312,             0.99408,             0.99716,             0.99431,             0.90673,           0.0055146,           0.0025387,          0.00013444,           0.0053866,           0.0053866,           0.0053866
                 235,           0.0096192,           0.0037247,          0.00020771,             0.99478,             0.99579,             0.99431,             0.90493,           0.0054577,           0.0024856,          0.00013261,           0.0053668,           0.0053668,           0.0053668
                 236,            0.011675,           0.0036981,          0.00019844,             0.99094,             0.99819,             0.99431,             0.90407,           0.0055578,           0.0025083,          0.00013688,            0.005347,            0.005347,            0.005347
                 237,            0.012479,           0.0037651,          0.00019087,             0.99448,             0.99301,             0.99429,             0.90201,           0.0055719,             0.00249,           0.0001374,           0.0053272,           0.0053272,           0.0053272
                 238,             0.01315,            0.003792,           0.0002055,             0.99623,             0.99278,             0.99431,             0.90576,           0.0055092,           0.0024622,          0.00013325,           0.0053074,           0.0053074,           0.0053074
                 239,            0.013333,           0.0037008,          0.00020625,             0.99377,             0.99519,             0.99429,             0.90623,           0.0054622,           0.0024538,          0.00013249,           0.0052876,           0.0052876,           0.0052876
                 240,           0.0098546,            0.003748,          0.00020498,             0.99348,             0.99604,              0.9943,             0.90644,           0.0055541,            0.002489,          0.00013352,           0.0052678,           0.0052678,           0.0052678
                 241,            0.015101,           0.0037021,          0.00021132,             0.99242,             0.99759,             0.99432,             0.90558,            0.005583,           0.0025052,          0.00013025,            0.005248,            0.005248,            0.005248
                 242,            0.011734,           0.0037055,          0.00019915,             0.99282,             0.99717,             0.99433,             0.90583,           0.0055688,           0.0024588,          0.00013047,           0.0052282,           0.0052282,           0.0052282
                 243,            0.014406,           0.0037222,          0.00019159,             0.99046,              0.9972,             0.99434,             0.90669,           0.0055508,           0.0024762,          0.00013832,           0.0052084,           0.0052084,           0.0052084
                 244,            0.010169,           0.0037423,          0.00018417,             0.99314,             0.99639,             0.99433,             0.90599,           0.0055753,           0.0024698,          0.00012851,           0.0051886,           0.0051886,           0.0051886
                 245,           0.0081653,           0.0037086,           0.0001899,             0.99313,             0.99519,              0.9943,             0.90939,           0.0055492,           0.0024528,          0.00012798,           0.0051688,           0.0051688,           0.0051688
                 246,           0.0095307,           0.0036849,          0.00019347,             0.99226,             0.99699,             0.99431,             0.90669,           0.0055805,           0.0024881,          0.00012886,            0.005149,            0.005149,            0.005149
                 247,            0.010299,           0.0036015,          0.00018855,             0.99315,             0.99519,             0.99431,             0.90569,           0.0055144,            0.002476,          0.00013235,           0.0051292,           0.0051292,           0.0051292
                 248,            0.011626,           0.0037077,          0.00019005,             0.99002,             0.99651,             0.99432,             0.90757,           0.0055891,           0.0024728,          0.00013582,           0.0051094,           0.0051094,           0.0051094
                 249,            0.012946,           0.0036408,          0.00019427,             0.99314,             0.99775,             0.99433,             0.90494,           0.0056383,           0.0024736,          0.00012435,           0.0050896,           0.0050896,           0.0050896
                 250,            0.016602,           0.0037359,           0.0002057,              0.9937,             0.99658,             0.99429,             0.90878,           0.0055409,           0.0024664,           0.0001233,           0.0050698,           0.0050698,           0.0050698
                 251,           0.0087329,            0.003705,           0.0001997,             0.99326,             0.99246,              0.9943,             0.90661,           0.0055532,            0.002478,          0.00015213,             0.00505,             0.00505,             0.00505
                 252,           0.0096314,           0.0037757,          0.00017412,             0.99423,             0.99618,             0.99429,             0.90511,           0.0055347,           0.0024615,          0.00012026,           0.0050302,           0.0050302,           0.0050302
                 253,            0.013706,           0.0037097,          0.00017605,             0.99074,             0.99579,             0.99428,             0.90566,           0.0055413,           0.0024841,          0.00014037,           0.0050104,           0.0050104,           0.0050104
                 254,             0.01011,           0.0036501,          0.00019446,             0.99219,             0.99699,             0.99429,             0.90425,           0.0055615,           0.0025034,          0.00012055,           0.0049906,           0.0049906,           0.0049906
                 255,            0.010175,           0.0037018,          0.00020704,             0.99064,             0.99639,             0.99428,             0.90464,           0.0055578,           0.0024865,          0.00011991,           0.0049708,           0.0049708,           0.0049708
                 256,            0.010968,           0.0036665,          0.00021706,             0.99432,             0.99154,             0.99427,              0.9053,           0.0054643,           0.0024823,          0.00012393,            0.004951,            0.004951,            0.004951
                 257,            0.010072,           0.0036416,           0.0001812,             0.98958,             0.99667,              0.9943,             0.90846,           0.0054752,           0.0024747,          0.00013076,           0.0049312,           0.0049312,           0.0049312
                 258,            0.017129,           0.0036552,          0.00022296,             0.99488,             0.99158,             0.99428,             0.90677,           0.0055029,           0.0024801,          0.00012154,           0.0049114,           0.0049114,           0.0049114
                 259,           0.0093863,           0.0035899,          0.00018413,             0.99649,             0.99338,             0.99427,             0.90744,           0.0055398,           0.0024763,           0.0001249,           0.0048916,           0.0048916,           0.0048916
                 260,            0.012865,           0.0036279,          0.00020045,             0.99306,             0.99648,             0.99428,             0.90564,           0.0054753,           0.0024643,          0.00013066,           0.0048718,           0.0048718,           0.0048718
                 261,           0.0088616,           0.0037062,          0.00020628,             0.98894,             0.99639,             0.99425,             0.90763,           0.0054898,           0.0024687,          0.00015312,            0.004852,            0.004852,            0.004852
                 262,            0.013819,           0.0038145,          0.00018628,             0.99079,             0.99768,              0.9943,             0.90822,           0.0054855,            0.002479,          0.00012219,           0.0048322,           0.0048322,           0.0048322
                 263,            0.011184,           0.0036255,          0.00017303,             0.98985,             0.99759,             0.99426,             0.90684,           0.0055073,           0.0024677,          0.00012238,           0.0048124,           0.0048124,           0.0048124
                 264,             0.01371,           0.0036613,          0.00022631,             0.99053,             0.99699,             0.99424,             0.90838,           0.0054702,           0.0024481,          0.00012052,           0.0047926,           0.0047926,           0.0047926
                 265,            0.014063,           0.0036309,          0.00018327,             0.99018,             0.99759,             0.99424,             0.90833,           0.0054394,           0.0024628,          0.00011963,           0.0047728,           0.0047728,           0.0047728
                 266,           0.0094165,            0.003616,          0.00019518,              0.9878,              0.9978,             0.99426,             0.90662,           0.0054718,           0.0024536,           0.0001255,            0.004753,            0.004753,            0.004753
                 267,            0.012183,           0.0035988,          0.00019731,             0.98763,             0.99611,             0.99419,              0.9067,           0.0055337,           0.0024797,          0.00015075,           0.0047332,           0.0047332,           0.0047332
                 268,            0.011895,           0.0035112,          0.00018324,             0.99132,             0.99483,              0.9943,             0.90725,           0.0055194,           0.0024969,          0.00012006,           0.0047134,           0.0047134,           0.0047134
                 269,           0.0084678,           0.0036383,          0.00017686,             0.98912,             0.99672,              0.9943,             0.90691,           0.0055259,           0.0024969,          0.00012431,           0.0046936,           0.0046936,           0.0046936
                 270,            0.011251,           0.0034038,          0.00018521,              0.9913,             0.99699,             0.99429,             0.90898,           0.0055094,           0.0024788,          0.00011281,           0.0046738,           0.0046738,           0.0046738
                 271,            0.012662,           0.0036514,          0.00018673,             0.99082,             0.99699,              0.9943,             0.90743,           0.0055411,           0.0024948,          0.00011281,            0.004654,            0.004654,            0.004654
                 272,            0.018195,            0.003516,          0.00016502,             0.99104,             0.99514,             0.99431,             0.90617,           0.0055307,           0.0024898,          0.00011115,           0.0046342,           0.0046342,           0.0046342
                 273,            0.014116,           0.0036557,          0.00019726,             0.99105,             0.99519,             0.99432,             0.90515,           0.0055525,           0.0024732,          0.00010891,           0.0046144,           0.0046144,           0.0046144
                 274,           0.0097739,           0.0035881,          0.00018361,             0.98828,             0.99519,             0.99428,             0.90683,           0.0055989,           0.0024845,           0.0001269,           0.0045946,           0.0045946,           0.0045946
                 275,           0.0099059,           0.0035792,          0.00016547,              0.9942,             0.99447,              0.9943,             0.90859,           0.0055875,           0.0024944,          0.00011137,           0.0045748,           0.0045748,           0.0045748
                 276,            0.014099,           0.0035264,          0.00018287,             0.99197,             0.99539,             0.99429,             0.90876,           0.0056018,           0.0024823,           0.0001112,            0.004555,            0.004555,            0.004555
                 277,            0.011229,           0.0035273,           0.0001664,             0.99002,             0.99699,             0.99426,             0.90878,            0.005585,           0.0025073,          0.00010929,           0.0045352,           0.0045352,           0.0045352
                 278,            0.012151,            0.003497,          0.00018262,             0.98959,             0.99723,             0.99426,             0.90858,           0.0055438,           0.0025096,           0.0001121,           0.0045154,           0.0045154,           0.0045154
                 279,            0.013214,           0.0035934,          0.00017693,             0.99111,             0.99631,             0.99425,             0.90834,           0.0054937,           0.0024999,          0.00011422,           0.0044956,           0.0044956,           0.0044956
                 280,            0.010482,           0.0035868,          0.00018582,             0.99297,             0.99457,             0.99426,             0.90736,           0.0054695,           0.0024814,          0.00010919,           0.0044758,           0.0044758,           0.0044758
                 281,             0.01061,           0.0035735,          0.00017082,             0.99278,             0.99458,             0.99426,             0.90529,           0.0054691,           0.0024734,          0.00010643,            0.004456,            0.004456,            0.004456
                 282,            0.010566,           0.0035747,          0.00016622,             0.99645,             0.99188,             0.99429,             0.90604,           0.0054854,           0.0024827,          0.00010821,           0.0044362,           0.0044362,           0.0044362
                 283,            0.011182,           0.0035084,          0.00019131,             0.99571,             0.99278,             0.99428,             0.90709,           0.0055316,           0.0024937,          0.00010875,           0.0044164,           0.0044164,           0.0044164
                 284,            0.011169,           0.0035242,          0.00018552,             0.99701,               0.992,             0.99428,             0.90746,           0.0055914,           0.0025124,          0.00010756,           0.0043966,           0.0043966,           0.0043966
                 285,            0.010348,           0.0035728,          0.00017951,             0.99588,             0.99226,             0.99426,             0.90709,           0.0056295,           0.0025344,           0.0001076,           0.0043768,           0.0043768,           0.0043768
                 286,              0.0118,           0.0034546,          0.00017871,             0.99379,             0.99338,             0.99425,             0.90614,           0.0056039,           0.0025185,          0.00010646,            0.004357,            0.004357,            0.004357
                 287,            0.015408,           0.0036471,          0.00017367,             0.99394,             0.99278,             0.99426,             0.90485,           0.0055861,           0.0025265,          0.00010771,           0.0043372,           0.0043372,           0.0043372
                 288,            0.011163,           0.0035994,          0.00017252,             0.99489,             0.99267,             0.99428,             0.90621,           0.0055281,           0.0025007,          0.00010753,           0.0043174,           0.0043174,           0.0043174
                 289,           0.0090345,           0.0034955,          0.00018779,             0.99285,             0.99579,             0.99429,             0.90483,           0.0054996,           0.0024873,          0.00010579,           0.0042976,           0.0042976,           0.0042976
                 290,            0.014525,           0.0033968,          0.00016866,             0.99151,             0.99675,             0.99427,             0.90507,           0.0055702,           0.0024988,          0.00010802,           0.0042778,           0.0042778,           0.0042778
                 291,            0.010457,           0.0034905,          0.00016497,             0.99175,             0.99801,             0.99429,             0.90241,           0.0055815,           0.0025021,          0.00010663,            0.004258,            0.004258,            0.004258
                 292,            0.011637,           0.0035856,          0.00015048,             0.99427,             0.99614,              0.9943,             0.90446,           0.0055907,           0.0024913,           0.0001048,           0.0042382,           0.0042382,           0.0042382
                 293,            0.011633,           0.0034579,          0.00018824,             0.99241,             0.99418,             0.99423,             0.90411,           0.0055794,           0.0024867,          0.00010564,           0.0042184,           0.0042184,           0.0042184
                 294,            0.013217,           0.0035425,          0.00016619,             0.98783,             0.99645,             0.99424,              0.9052,           0.0055914,           0.0024982,          0.00011663,           0.0041986,           0.0041986,           0.0041986
                 295,            0.013882,           0.0035063,           0.0001557,             0.98867,             0.99634,             0.99426,              0.9037,           0.0056045,            0.002516,           0.0001201,           0.0041788,           0.0041788,           0.0041788
                 296,            0.010932,           0.0034351,          0.00016429,              0.9872,             0.99639,              0.9942,             0.90409,           0.0056054,           0.0025193,          0.00013226,            0.004159,            0.004159,            0.004159
